id,ts,price,vol24h,scrape_batch
4172,1650023340,81.88729081852375,1786797627.3318255,2022-04-16 01:11:33
4172,1650023640,81.95765554286146,1780439235.2146106,2022-04-16 01:11:33
4172,1650023940,81.94158457622653,1772436573.3949146,2022-04-16 01:11:33
4172,1650024240,81.97852024770395,1767103781.5293775,2022-04-16 01:11:33
4172,1650024540,82.121772520014,1768482537.3016167,2022-04-16 01:11:33
4172,1650024840,81.91702271029837,1766010322.6619225,2022-04-16 01:11:33
4172,1650025140,82.01213337194591,1763730482.4194615,2022-04-16 01:11:33
4172,1650025440,82.04180037056537,1761893711.8749313,2022-04-16 01:11:33
4172,1650025740,81.83734840324385,1757621728.4541056,2022-04-16 01:11:33
4172,1650026040,81.73022124452157,1752619506.7452319,2022-04-16 01:11:33
4172,1650026340,81.52600517311392,1753625355.9123585,2022-04-16 01:11:33
4172,1650026640,81.47611448362609,1754597053.1984499,2022-04-16 01:11:33
4172,1650026940,81.44396270081037,1750070393.7671738,2022-04-16 01:11:33
4172,1650027240,81.37384187929982,1748821737.4193227,2022-04-16 01:11:33
4172,1650027540,81.36330609875965,1747976189.744238,2022-04-16 01:11:33
4172,1650027840,81.41447476588031,1746473695.7783601,2022-04-16 01:11:33
4172,1650028140,81.27567018852379,1747701548.5557804,2022-04-16 01:11:33
4172,1650028440,81.12816122219559,1745084302.0762556,2022-04-16 01:11:33
4172,1650028740,81.19448226253155,1744691367.0031278,2022-04-16 01:11:33
4172,1650029040,81.48641555035191,1749020610.823863,2022-04-16 01:11:33
4172,1650029340,81.4722395387839,1751475606.9233608,2022-04-16 01:11:33
4172,1650029640,81.32779480579698,1757336408.1600404,2022-04-16 01:11:33
4172,1650029940,81.3581045246017,1754236226.5563447,2022-04-16 01:11:33
4172,1650030240,81.44975817345602,1743427712.4303353,2022-04-16 01:11:33
4172,1650030540,81.39694759674384,1726906282.7232609,2022-04-16 01:11:33
4172,1650030840,80.84273160720791,1721206714.036242,2022-04-16 01:11:33
4172,1650031140,80.45426894348158,1715814116.0345204,2022-04-16 01:11:33
4172,1650031440,80.56870127896612,1705068699.5113544,2022-04-16 01:11:33
4172,1650031740,80.51347257808823,1687362403.0122316,2022-04-16 01:11:33
4172,1650032040,80.42547592758282,1677047791.8323607,2022-04-16 01:11:33
4172,1650032340,80.34405040966885,1667340680.4434333,2022-04-16 01:11:33
4172,1650032640,80.30671732207232,1660543016.6162102,2022-04-16 01:11:33
4172,1650032940,80.03424474479694,1661809275.7330878,2022-04-16 01:11:33
4172,1650033240,80.07215052079185,1663470478.4701493,2022-04-16 01:11:33
4172,1650033540,80.08671478429721,1661879729.1762574,2022-04-16 01:11:33
4172,1650033840,80.15802845061701,1660314328.8404262,2022-04-16 01:11:33
4172,1650034140,80.65895694012916,1668176230.8035412,2022-04-16 01:11:33
4172,1650034440,81.27838592909241,1695875524.9419317,2022-04-16 01:11:33
4172,1650034740,80.81475391437874,1708059421.9872234,2022-04-16 01:11:33
4172,1650035040,80.73769134631361,1709636370.6053886,2022-04-16 01:11:33
4172,1650035340,81.07874964220538,1714596433.0682814,2022-04-16 01:11:33
4172,1650035640,80.76958603373951,1712542798.5735266,2022-04-16 01:11:33
4172,1650035940,80.71052752425489,1709696796.614867,2022-04-16 01:11:33
4172,1650036240,80.92299998563266,1711519459.8080149,2022-04-16 01:11:33
4172,1650036540,81.04279169003891,1720198134.1298442,2022-04-16 01:11:33
4172,1650036840,81.08127370511234,1718625441.2670286,2022-04-16 01:11:33
4172,1650037140,80.70820090573575,1700262930.7409527,2022-04-16 01:11:33
4172,1650037440,80.74914097275723,1682343013.4100213,2022-04-16 01:11:33
4172,1650037740,80.75520783060823,1644419746.141343,2022-04-16 01:11:33
4172,1650038040,80.54007546783401,1630243357.359662,2022-04-16 01:11:33
4172,1650038340,80.48503974593119,1619282733.275158,2022-04-16 01:11:33
4172,1650038640,80.45499544763288,1528914417.8391957,2022-04-16 01:11:33
4172,1650038940,80.2787706249668,1521032297.325476,2022-04-16 01:11:33
4172,1650039240,79.65798843932109,1524504883.8548632,2022-04-16 01:11:33
4172,1650039540,79.50014973053129,1524561174.3227913,2022-04-16 01:11:33
4172,1650039840,79.53640767225926,1526172609.7289798,2022-04-16 01:11:33
4172,1650040140,79.56665408847036,1529192185.3107598,2022-04-16 01:11:33
4172,1650040440,79.74806883819029,1527930170.0366297,2022-04-16 01:11:33
4172,1650040740,80.05443602725818,1530641121.1489506,2022-04-16 01:11:33
4172,1650041040,80.16048098496601,1526925261.797218,2022-04-16 01:11:33
4172,1650041340,80.05903257145981,1523574818.6935427,2022-04-16 01:11:33
4172,1650041640,80.22383278218145,1521377318.3794868,2022-04-16 01:11:33
4172,1650041940,80.10419034195013,1516738343.738409,2022-04-16 01:11:33
4172,1650042240,80.2492851499412,1511956409.9850357,2022-04-16 01:11:33
4172,1650042384,80.2492851499412,1511956409.9850357,2022-04-16 01:11:33
5805,1649956440,76.901026521104,754452885.4271413,2022-04-16 01:11:33
5805,1649956740,76.74255595418238,755311862.5787514,2022-04-16 01:11:33
5805,1649957040,76.6671124301038,754960216.1527649,2022-04-16 01:11:33
5805,1649957340,76.76768466381563,755641857.25981,2022-04-16 01:11:33
5805,1649957640,76.95227923039981,757149719.5391514,2022-04-16 01:11:33
5805,1649957940,77.18640033180647,760381507.4374046,2022-04-16 01:11:33
5805,1649958240,77.06686353251885,761428608.5552852,2022-04-16 01:11:33
5805,1649958540,76.90923507316396,759534868.7406222,2022-04-16 01:11:33
5805,1649958840,76.93726412028512,760263699.0032495,2022-04-16 01:11:33
5805,1649959140,77.02848537952681,761353531.7233865,2022-04-16 01:11:33
5805,1649959440,77.18193433559651,756759666.9294298,2022-04-16 01:11:33
5805,1649959740,77.33390268704724,758369157.0603483,2022-04-16 01:11:33
5805,1649960040,77.30778949429464,759098858.0445732,2022-04-16 01:11:33
5805,1649960340,77.30498384412708,760115311.9442477,2022-04-16 01:11:33
5805,1649960640,77.00328494514821,758930241.0541943,2022-04-16 01:11:33
5805,1649960940,76.98760135553549,758980102.9054474,2022-04-16 01:11:33
5805,1649961240,76.9126733338732,757704190.9266529,2022-04-16 01:11:33
5805,1649961540,76.87512043256883,757632028.1196128,2022-04-16 01:11:33
5805,1649961840,76.86963856233632,757920673.494772,2022-04-16 01:11:33
5805,1649962140,76.85855813186176,757544892.5213263,2022-04-16 01:11:33
5805,1649962440,76.91882105741719,757224793.4305193,2022-04-16 01:11:33
5805,1649962740,76.50442589365362,761337804.7398255,2022-04-16 01:11:33
5805,1649963040,76.52677788496851,758779987.0769025,2022-04-16 01:11:33
5805,1649963340,76.6432212258825,756641997.2691532,2022-04-16 01:11:33
5805,1649963640,76.68390675214337,755095127.8134651,2022-04-16 01:11:33
5805,1649963940,76.84344567818673,756083806.623337,2022-04-16 01:11:33
5805,1649964240,76.8238657546078,755264535.7985815,2022-04-16 01:11:33
5805,1649964540,76.88702008167542,756234919.5337821,2022-04-16 01:11:33
5805,1649964840,76.79395408336576,756032019.8448136,2022-04-16 01:11:33
5805,1649965140,76.8770817607225,755188922.4652658,2022-04-16 01:11:33
5805,1649965440,76.83508596247017,755645940.3817824,2022-04-16 01:11:33
5805,1649965740,76.85718226257849,750387750.6798857,2022-04-16 01:11:33
5805,1649966040,76.87726181282576,750273845.5089389,2022-04-16 01:11:33
5805,1649966340,76.89716566692405,751550217.4799434,2022-04-16 01:11:33
5805,1649966640,76.71611433655328,743593744.8795905,2022-04-16 01:11:33
5805,1649966940,76.67632668414885,744236102.5715778,2022-04-16 01:11:33
5805,1649967240,76.52882605186615,744621142.8967391,2022-04-16 01:11:33
5805,1649967540,76.59852627076285,746865931.8011454,2022-04-16 01:11:33
