id
1
1027
825
1839
3408
52
5426
2010
4172
5805
74
6636
4687
7129
5994
3717
3890
6535
3635
4943
2
3794
7083
1831
1975
1958
4195
3957
512
1321
4030
328
1966
3077
4642
8916
2280
18876
6892
6210
2416
3513
6783
2011
4256
4157
1765
5665
7278
7186
1274
4558
1437
1518
1720
16086
10791
6719
9903
3602
2087
4847
1376
2502
3945
4066
7080
5034
2469
2563
3155
5567
18069
2694
2130
3897
1934
131
1697
8646
6538
5632
5068
5647
5692
6945
3330
873
6836
3822
2682
7653
5604
9444
7455
1168
4846
8857
2777
3801
